"","Year","State_SF","Biomass","Coal","Hydroelectric","Natural_Gas","Nuclear","Oil","Other","Solar","Wind"
"33",2003,"VA",791912850000,30101712920000,42757656000,2242162580000,297792264000,4201160180000,0,0,0
"34",2004,"AL",1624347935000,61312941600000,251858496000,7.893802e+12,379629468000,183820274000,17644176000,0,0
"35",2004,"AR",876143285000,20789921660000,88140312000,2476315940000,185398212000,391933634000,0,0,0
"36",2004,"FL",1410306765000,51154813580000,6366192000,37521524110000,374586912000,27285619339000,1275906880000,0,0
"37",2004,"GA",1535006570000,65525406240000,91634088000,2959733280000,404972460000,674475814000,13228392000,0,0
"38",2004,"KY",199343245000,75575495160000,95871360000,283593870000,0,2668156650000,9813696000,0,0
"39",2004,"LA",1134191900000,19393846240000,26371800000,22439598020000,204959772000,2835396464000,452881088000,0,0
"40",2004,"MS",834043830000,14337263760000,0,5712995260000,122793192000,2044716694000,7957512000,0,0
"41",2004,"NC",818828895000,61922623900000,141099816000,1227327500000,481087476000,425128272000,164127240000,0,0
"42",2004,"SC",801543495000,31908835480000,58122624000,1856648220000,614407680000,628957980000,29145944000,0,0
"43",2004,"TN",395542235000,47604847440000,240641832000,143076570000,343347252000,136611409000,0,0,0
"44",2004,"VA",898989210000,28240453140000,37959840000,3146542350000,339783528000,3747938217000,10240296000,0,0
"45",2005,"AL",1504975855000,64025991960000,239278992000,6817134310000,380330676000,213976627000,14504400000,0,0
"46",2005,"AR",837835560000,18890458080000,74554824000,2937593120000,164274852000,152669973000,7874720000,0,0
"47",2005,"FL",1236235900000,51239117780000,6387816000,40960938480000,345105912000,27229118233000,1397177568000,0,0
"48",2005,"GA",1523284120000,71488459360000,108363216000,4779608960000,378411108000,732645228000,25732512000,0,0
"49",2005,"KY",204384335000,78372412660000,78143256000,810271840000,0,2713766842000,10726936000,0,0
"50",2005,"LA",1123416170000,18916289720000,19462752000,22501005800000,188116236000,2571390388000,228909136000,0,0
"51",2005,"MS",789276390000,13656773640000,0,7531952190000,120934152000,1063854210000,16708184000,0,0
"52",2005,"NC",868047665000,64314608180000,144385128000,1536978590000,479780868000,363641300000,183051216000,0,0
"53",2005,"SC",858517900000,32547488380000,70348512000,2649150700000,637650648000,445361271000,37605896000,0,0
"54",2005,"TN",308686010000,48342856460000,211859616000,266352730000,333637296000,166916561000,3589128000,0,0
"55",2005,"VA",927412150000,28953411980000,35341968000,4042831240000,335021772000,3082248874000,16356792000,0,0
"56",2006,"AL",1880232480000,64049108580000,170589600000,9570882370000,382933152000,121279248000,12125552000,0,0
"57",2006,"AR",833972050000,1.9830101e+13,37566648000,4545719220000,182790924000,112957499000,11394328000,0,0
"58",2006,"FL",2718061250000,53647137160000,4882128000,47136568710000,377116188000,16759785518000,1247366392000,0,0
"59",2006,"GA",1659489095000,70933385780000,69753936000,6346744600000,384069720000,593011660000,65267904000,0,0
"60",2006,"KY",222517515000,79810595900000,70247616000,576433060000,0,2453854571000,13685960000,0,0
"61",2006,"LA",1304766885000,19988562720000,17117160000,21297398220000,200825376000,1359083154000,430558848000,0,0
"62",2006,"MS",8.79402e+11,14860567260000,0,7729735300000,125023032000,292879679000,30950936000,0,0
"63",2006,"NC",893410255000,61897488440000,102934080000,1563011310000,479558208000,317632356000,193048824000,0,0
"64",2006,"SC",943713485000,32367734540000,43008672000,2968337190000,609568464000,160016099000,37631808000,0,0
"65",2006,"TN",365845200000,49608233720000,177885744000,331388470000,296145324000,113376775000,0,0,598483000
"66",2006,"VA",1406764810000,28116275620000,31997064000,3529375430000,331122192000,578970312000,30919336000,0,0
"67",2007,"AL",1840852420000,63954883200000,96747768000,11466095060000,411901524000,106359033000,0,0,0
"68",2007,"AR",785968205000,21110227600000,78379368000,4097512790000,185833224000,63255701000,8518096000,0,0
"69",2007,"FL",2690278995000,55684653480000,3706704000,49150490760000,351471468000,14783594795000,1255476216000,0,0
"70",2007,"GA",1603848925000,74043554760000,59231712000,7875220710000,390539976000,550181737000,47726744000,0,0
"71",2007,"KY",225826670000,79200378140000,45332400000,880238450000,0,2051468357000,9902808000,0,0
"72",2007,"LA",1308282165000,1.8884313e+13,19839408000,22384410790000,204930864000,1640705419000,401921032000,0,0
"73",2007,"MS",8.60196e+11,14287752980000,0,10488939020000,112305408000,297663237000,23784688000,0,0
"74",2007,"NC",817932615000,65584136280000,79660296000,2179892400000,480536460000,343030073000,207049520000,0,0
"75",2007,"SC",982084745000,34097790220000,37064256000,2914294600000,638398968000,148763816000,42648624000,0,0
"76",2007,"TN",446486150000,49394609780000,113321376000,360140200000,344404452000,165608156000,0,0,548964000
"77",2007,"VA",1471090360000,29043780900000,29594496000,5337292660000,327221700000,1500420947000,5346088000,0,0
"78",2008,"AL",1626347590000,61175811360000,144914256000,11050710300000,467911692000,141952780000,5196304000,0,0
"79",2008,"AR",732222445000,21414016280000,112938528000,4143638450000,170017092000,42931810000,14122040000,0,0
"80",2008,"FL",2663343550000,53155197020000,4947792000,50643177760000,385599312000,8749757962000,1031868296000,0,0
"81",2008,"GA",1347319330000,70102353500000,61034496000,6575091950000,380293140000,515011664000,30218448000,0,0
"82",2008,"KY",222915215000,77820283700000,51954576000,479732540000,0,2110673500000,5496504000,0,0
"83",2008,"LA",1189467350000,19753325220000,25544952000,22746834880000,184451856000,1690333917000,262893040000,0,0
"84",2008,"MS",799006945000,13689099680000,0,10115412020000,112761480000,56528227000,24879944000,0,0
"85",2008,"NC",936547125000,62166949460000,77199096000,2045773520000,477315360000,222839330000,192777696000,0,0
"86",2008,"SC",891461040000,34062549080000,26505144000,2802280110000,621155400000,122391209000,42814208000,0,0
"87",2008,"TN",443868605000,46786250460000,130594656000,232382010000,324355404000,153118569000,5003544000,0,557727000
"88",2008,"VA",1510293395000,26054673440000,23778216000,4562096490000,335169168000,809424046000,10084192000,0,0
"89",2009,"AL",1477069440000,45599152860000,296866416000,15579508840000,476594448000,153980577000,236566448000,0,0
"90",2009,"AR",767837450000,2.0561705e+13,102997776000,5495827260000,182039592000,58487536000,15180008000,0,0
"91",2009,"FL",2691023470000,44279293160000,4996848000,57976919070000,349414524000,6734642740000,954473576000,421415000,0
"92",2009,"GA",1368713165000,56976615960000,99054984000,10038968590000,380190948000,460914065000,14238328000,0,0
"93",2009,"KY",176033660000,73070413200000,87104448000,429706970000,0,1487317106000,7981528000,0,0
"94",2009,"LA",1146025900000,18913746900000,29672424000,22162522620000,201384924000,1361507918000,286725760000,0,0
"95",2009,"MS",690775315000,10622276720000,0,11409158530000,131982180000,8378190000,6285240000,0,0
"96",2009,"NC",919191885000,53358788260000,135192192000,2376186400000,490172532000,201731862000,132840712000,0,0
"97",2009,"SC",855954675000,28271559840000,55714200000,4787998740000,625796808000,373477427000,46504456000,0,0
"98",2009,"TN",435452400000,34138313800000,234774288000,205625560000,323544012000,127354352000,0,0,591123000
"99",2009,"VA",1362998895000,20991346460000,35107392000,5975870460000,338547024000,771478835000,15269120000,0,0
"100",2010,"AL",1151157200000,51701337020000,205628544000,19356842400000,455289852000,137589964000,229846392000,0,0
"101",2010,"AR",782034370000,23085004900000,87941184000,6107878420000,180272136000,30895217000,17716224000,0,0
"102",2010,"FL",2730062575000,49115895880000,4259376000,63029067010000,287229528000,6656902226000,1013459400000,3579580000,0
"103",2010,"GA",1541371710000,60102597820000,89568048000,11697980700000,402144396000,438447615000,8923840000,0,0
"104",2010,"KY",212781625000,77749204460000,68463864000,901092360000,0,1668630520000,9768824000,0,0
"105",2010,"LA",1196383450000,19617474180000,26611056000,25923560740000,223672164000,2398006568000,353226696000,0,0
"106",2010,"MS",728825505000,11172944440000,0,14507811220000,115718892000,59052679000,5172920000,0,0
"107",2010,"NC",1003154115000,58996952460000,123533952000,4138951600000,488874348000,196803903000,257502080000,0,0
"108",2010,"SC",908436525000,30890316760000,56785800000,5350342830000,623856948000,125651593000,38655648000,0,0
"109",2010,"TN",457668795000,35809561540000,185738760000,1.127147e+12,332870652000,151430470000,0,0,466555000
"110",2010,"VA",1264685030000,20876559580000,35757744000,8327586260000,318862788000,911402671000,12805584000,0,0
"111",2011,"AL",1362753970000,46582028640000,210238680000,23501502010000,472273464000,79046720000,240817280000,0,0
"112",2011,"AR",807008475000,24122920720000,71919120000,6342633990000,170333340000,32684470000,20225896000,0,0
"113",2011,"FL",2912264950000,42512699100000,4369008000,66805481330000,264184416000,2375929341000,1212866144000,5468115500,0
"114",2011,"GA",1530524200000,49329237740000,67528128000,12873242760000,387674172000,386897191000,13916008000,0,0
"115",2011,"KY",210925530000,78034958880000,77073456000,756047460000,0,1268867713000,5659560000,0,0
"116",2011,"LA",1184132835000,20194566400000,25056456000,27248492810000,199379700000,3448923328000,277552280000,0,0
"117",2011,"MS",730280020000,7797299640000,0,14608157340000,124041468000,18881347000,0,0,0
"118",2011,"NC",1126984315000,49000858080000,100250784000,5464966570000,486322008000,137781277000,305882944000,0,0
"119",2011,"SC",1032646480000,28018208540000,37028712000,6335287910000,634830912000,66865726000,38132352000,0,0
"120",2011,"TN",468817005000,33437322040000,222558216000,1601393990000,323030124000,136979375000,0,0,611144500
"121",2011,"VA",1283739225000,1.6193565e+13,28863168000,8981098770000,306575964000,344665396000,0,0,0
"122",2012,"AL",1345193575000,37396422260000,175993392000,27379815750000,490094544000,77432654000,143166328000,0,0
"123",2012,"AR",804975840000,23313362600000,53856768000,8384866280000,185917572000,18018606000,18970744000,0,0
"124",2012,"FL",2783133215000,36313545020000,3612264000,73355672950000,214439220000,985097758000,1123582240000,8459138500,0
"125",2012,"GA",1572168725000,33398906680000,55794456000,20712818420000,407299608000,269281477000,33832856000,0,0
"126",2012,"KY",161389570000,70515207100000,62954616000,1443093120000,0,1132614741000,5103400000,0,0
"127",2012,"LA",1177969455000,17565571780000,16318656000,29282485260000,187909584000,2216820696000,225826240000,0,0
"128",2012,"MS",730545800000,5913817860000,0,18882997210000,87553608000,5432263000,0,0,0
"129",2012,"NC",1242043290000,41764483540000,96718584000,9454231500000,472627104000,110422052000,285578680000,3844488500,0
"130",2012,"SC",1039150330000,23282124700000,33949872000,7019530280000,613743624000,67125208000,67147472000,0,0
"131",2012,"TN",376739270000,29043085540000,191268384000,3963904490000,301225212000,101391492000,0,0,546158000
"132",2012,"VA",1330041690000,11628042800000,24782928000,12267682140000,344680680000,237610013000,0,0,0
"133",2013,"AL",1394454055000,38578102940000,304986744000,22953809900000,489793620000,44309850000,0,0,0
"134",2013,"AR",776394305000,26149171880000,64556760000,5943994490000,143343084000,26379937000,12989496000,0,0
"135",2013,"FL",2820345810000,37999352680000,6101136000,68090163330000,318310260000,1851853399000,1083278336000,8937558000,0
"136",2013,"GA",1853315465000,32990142420000,96714120000,19753028960000,394833372000,211897106000,54434792000,275677500,0
"137",2013,"KY",158440285000,70378327780000,86285160000,694342250000,0,1035191711000,5425720000,0,0
"138",2013,"LA",1350829760000,17091845480000,25069464000,26807484480000,203452728000,3622279294000,428970632000,0,0
"139",2013,"MS",702296005000,7135061900000,0,15560387080000,130374108000,4106999000,3044344000,0,0
"140",2013,"NC",1265129290000,3.8598507e+13,178706064000,13710168150000,482900844000,147019276000,358271320000,10557669500,0
"141",2013,"SC",1078779195000,20016532920000,75671664000,5796629440000,651023616000,64660129000,39188424000,0,0
"142",2013,"TN",505879735000,26650858540000,285410712000,2460356150000,341925768000,94456579000,0,818666500,537567500
"143",2013,"VA",1638051610000,17349518180000,29830584000,11096973650000,351914772000,198333674000,0,0,0
"144",2014,"AL",1312195630000,38775155500000,223877808000,23734743480000,494924268000,59965264000,0,0,0
"145",2014,"AR",742154760000,27241019100000,64915800000,4707076710000,173739108000,17377964000,7527120000,0,0
"146",2014,"FL",2953630600000,42682969640000,5073312000,68596946810000,334419240000,1348526488000,1029648080000,9780877500,0
"147",2014,"GA",2018074330000,37132880820000,76679496000,20062393890000,390842184000,238943340000,39328728000,4949112000,0
"148",2014,"KY",217275150000,69817222280000,80335368000,1220927610000,0,840432145000,29599088000,0,0
"149",2014,"LA",1347577350000,15761235580000,26160912000,28428073730000,207735960000,3829969713000,335701968000,0,0
"150",2014,"MS",730923130000,8808904120000,0,15976404920000,123026196000,6006202000,0,0,0
"151",2014,"NC",1234212965000,40372791020000,125607312000,14079511040000,491604240000,322533194000,398888696000,26495878500,0
"152",2014,"SC",1180283390000,23709880980000,61440696000,5583758250000,629022636000,170599886000,29239480000,212932500,0
"153",2014,"TN",515252360000,29420342120000,203637960000,3039112790000,332040072000,136254438000,8473224000,878652500,588110000
"154",2014,"VA",2107672745000,17068313940000,2.2545e+10,10229904440000,362651724000,848231998000,0,0,0
"155",2015,"AL",1595302740000,3.3956364e+13,231871944000,27322545040000,503416584000,45106621000,0,0,0
"156",2015,"AR",696821810000,17826827060000,86047392000,7090765990000,166053528000,44007854000,7333728000,0,0
"157",2015,"FL",3035508300000,33772518360000,5863056000,75840946580000,337462992000,1536127576000,1055285160000,9499593000,0
"158",2015,"GA",2292004755000,30444229380000,75376320000,2.4371963e+13,406061544000,172963078000,54073288000,4570417000,0
"159",2015,"KY",213849595000,58155938320000,87166440000,2911849500000,0,784114289000,25436104000,0,0
"160",2015,"LA",1204606140000,12435265560000,23976864000,33431045760000,183608832000,3109876377000,498152512000,0,0
"161",2015,"MS",730642800000,5247676100000,0,22029965370000,140575056000,8050539000,3833712000,0,0
"162",2015,"NC",1240480620000,32733328260000,120891360000,17752013510000,505161132000,297743867000,433098856000,52233744000,0
"163",2015,"SC",1108614940000,18488500640000,61344984000,8104449570000,637875840000,132802008000,30739848000,0,0
"164",2015,"TN",486854155000,25079556500000,222498696000,4573688910000,299525664000,95844148000,12703832000,3266433500,527171500
"165",2015,"VA",2228038105000,13988692420000,27587400000,16281382390000,336724296000,771552135000,0,0,0
"166",2016,"AL",1617593825000,28091765820000,176331408000,28337086610000,478822548000,25261379000,0,1391114500,0
"167",2016,"AR",663255445000,19516058220000,86611440000,8903227480000,161052264000,27683944000,3195392000,1092119000,0
"168",2016,"FL",2955803400000,32332145720000,4189224000,77643012230000,351840264000,2046456103000,1069679592000,9132468000,0
"169",2016,"GA",2216198770000,31069585980000,72144192000,25899436080000,413767944000,144827606000,60459648000,38038778000,0
"170",2016,"KY",225473590000,54795027280000,81869304000,4030080460000,0,898403649000,31177824000,522074000,0
"171",2016,"LA",1394992405000,9.851193e+12,26472552000,33392658180000,205821912000,3527091181000,459208040000,0,0
"172",2016,"MS",739236515000,4380461320000,0,24546149180000,70767264000,6557418000,3331904000,0,0
"173",2016,"NC",1239217680000,30694407280000,109899984000,19230420440000,513433044000,167911975000,413668016000,138859847000,71679500
"174",2016,"SC",1149103710000,17218931540000,53169768000,8018170860000,669910992000,73201045000,28705440000,208616000,0
"175",2016,"TN",452682510000,25555166340000,158308584000,5551280560000,354937032000,83088482000,10211856000,3359038000,434090500
"176",2016,"VA",2203517475000,13529517840000,34963416000,20040905430000,356782740000,360491599000,0,708084000,0
"177",2017,"AL",1661444615000,25780096440000,2.18688e+11,25966693970000,511823676000,16792297000,0,8002034500,0
"178",2017,"AR",696782040000,21554057520000,71131080000,8483832560000,152292948000,33300190000,0,1181964500,0
"179",2017,"FL",3110187630000,30760464020000,5239176000,78739408300000,349754628000,1037541709000,1032261400000,37071793000,0
"180",2017,"GA",2433739700000,26636353560000,60604800000,25825163840000,404505660000,194239136000,53867256000,87275491500,0
"181",2017,"KY",239925135000,46933939020000,103695600000,5085376800000,0,379785625000,28157496000,776480500,0
"182",2017,"LA",1341930980000,10099058500000,21749688000,29945701730000,184916940000,3349540256000,398308520000,0,0
"183",2017,"MS",716368280000,3795148600000,0,22615377190000,88375776000,5067229000,0,3644728000,0
"184",2017,"NC",1362657455000,28252815460000,98360664000,18906366780000,508491168000,161830274000,364904160000,213199856000,5413544500
"185",2017,"SC",1154990640000,14882200500000,43615296000,8401305290000,652134648000,57074312000,26046616000,2689001500,0
"186",2017,"TN",459622375000,21784535740000,201127896000,5035855930000,381810024000,85779325000,11187664000,3766747000,498260500
"187",2017,"VA",1948799840000,8718789400000,26432304000,21692371050000,366644808000,305079731000,0,13030312000,0
